Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,Sensation_seeking,Caffeine,Cannabis,Meth
45-54,1,Doctorate degree,42.0,41.0,52.0,57.0,44.0,-0.71126,0.40148,4,5,1
25-34,0,Masters degree,51.0,34.0,46.0,41.0,33.0,0.19268,0.40148,6,6,0
18-24,1,College or university dropout,29.0,51.0,51.0,44.0,45.0,0.88113,1.92173,6,4,0
18-24,0,University degree,32.0,42.0,45.0,42.0,43.0,0.88113,1.2247,6,2,0
18-24,1,College or university dropout,35.0,47.0,51.0,40.0,45.0,-0.21712,1.2247,5,0,6
18-24,1,College or university dropout,35.0,41.0,51.0,45.0,39.0,0.88113,1.2247,6,6,5
18-24,1,College or university dropout,36.0,38.0,45.0,29.0,26.0,1.29221,1.2247,6,6,0
18-24,1,University degree,42.0,24.0,26.0,49.0,31.0,-0.71126,-1.18084,6,5,4
18-24,1,University degree,41.0,44.0,47.0,36.0,50.0,-0.21712,0.40148,6,6,6
18-24,1,College or university dropout,37.0,49.0,54.0,35.0,36.0,0.52975,0.7654,6,6,5
18-24,1,University degree,27.0,43.0,46.0,38.0,39.0,0.19268,0.40148,6,3,0
25-34,0,Doctorate degree,52.0,43.0,53.0,47.0,43.0,-1.37983,0.7654,3,3,0
18-24,1,College or university dropout,37.0,44.0,57.0,51.0,40.0,-1.37983,0.40148,6,4,0
18-24,1,Professional certificate/ diploma,39.0,37.0,41.0,49.0,41.0,0.19268,-0.21575,6,5,0
18-24,1,College or university dropout,45.0,34.0,47.0,47.0,41.0,-0.21712,0.7654,6,3,0
25-34,0,Masters degree,37.0,33.0,55.0,44.0,46.0,0.52975,1.92173,6,6,0
45-54,0,Doctorate degree,36.0,41.0,46.0,38.0,36.0,0.88113,0.7654,4,1,0
25-34,0,Masters degree,44.0,35.0,46.0,41.0,46.0,-0.21712,-0.8463700000000001,6,0,0
18-24,1,University degree,41.0,33.0,43.0,42.0,41.0,-0.21712,0.07987000000000001,6,6,2
18-24,1,University degree,21.0,41.0,46.0,41.0,30.0,0.19268,0.07987000000000001,6,4,0
45-54,1,Masters degree,32.0,42.0,47.0,35.0,44.0,0.19268,0.40148,6,2,0
18-24,1,College or university dropout,21.0,51.0,50.0,46.0,48.0,1.29221,0.07987000000000001,4,4,0
18-24,1,Left school at 18,43.0,40.0,58.0,44.0,30.0,1.29221,0.7654,6,3,0
25-34,1,University degree,38.0,30.0,50.0,24.0,42.0,0.88113,1.2247,6,5,6
18-24,1,College or university dropout,30.0,39.0,52.0,40.0,32.0,1.86203,0.7654,6,6,0
18-24,1,College or university dropout,29.0,40.0,48.0,54.0,50.0,-0.21712,-0.52593,5,6,0
25-34,0,College or university dropout,41.0,37.0,47.0,36.0,40.0,-1.37983,0.07987000000000001,6,3,0
18-24,0,College or university dropout,39.0,45.0,53.0,50.0,38.0,0.19268,0.40148,4,4,3
35-44,1,College or university dropout,45.0,28.0,36.0,42.0,44.0,-1.37983,-1.5485799999999998,6,2,6
18-24,0,Professional certificate/ diploma,41.0,37.0,35.0,50.0,37.0,0.19268,-0.52593,5,2,0
25-34,1,University degree,42.0,37.0,48.0,30.0,35.0,0.52975,0.7654,6,3,2
18-24,1,Left school at 18,41.0,44.0,53.0,36.0,39.0,1.29221,1.2247,6,6,0
55-64,1,Masters degree,21.0,40.0,54.0,51.0,45.0,0.19268,0.07987000000000001,6,6,0
18-24,1,Masters degree,40.0,33.0,49.0,41.0,45.0,0.19268,0.40148,6,5,0
18-24,1,College or university dropout,28.0,49.0,55.0,49.0,43.0,0.52975,0.07987000000000001,6,6,3
25-34,1,University degree,43.0,41.0,36.0,35.0,32.0,0.19268,1.2247,6,2,2
18-24,1,College or university dropout,36.0,40.0,55.0,44.0,40.0,0.19268,0.07987000000000001,6,6,4
18-24,0,College or university dropout,32.0,41.0,46.0,42.0,34.0,1.29221,0.7654,6,4,2
18-24,1,Left school at 16,41.0,45.0,50.0,36.0,33.0,0.52975,1.2247,5,5,4
25-34,1,College or university dropout,26.0,43.0,57.0,53.0,45.0,-0.21712,0.07987000000000001,2,6,0
18-24,1,Professional certificate/ diploma,41.0,48.0,45.0,47.0,54.0,0.88113,1.2247,4,5,6
25-34,1,Left school at 17,49.0,34.0,43.0,30.0,29.0,0.19268,-0.52593,6,4,6
18-24,1,College or university dropout,26.0,54.0,53.0,42.0,48.0,0.88113,0.7654,6,6,3
18-24,0,College or university dropout,46.0,31.0,53.0,36.0,32.0,2.90161,0.40148,4,2,0
25-34,1,College or university dropout,42.0,45.0,53.0,40.0,28.0,1.29221,0.7654,6,6,0
18-24,1,University degree,36.0,39.0,45.0,39.0,39.0,1.86203,1.2247,3,6,2
18-24,1,College or university dropout,20.0,48.0,58.0,48.0,48.0,-0.71126,0.07987000000000001,5,6,2
18-24,1,College or university dropout,51.0,36.0,45.0,32.0,37.0,-0.71126,0.7654,6,6,3
18-24,0,College or university dropout,34.0,47.0,42.0,39.0,36.0,0.88113,0.07987000000000001,6,4,0
18-24,1,College or university dropout,40.0,32.0,50.0,47.0,36.0,0.19268,-0.21575,2,4,4
18-24,0,College or university dropout,35.0,48.0,55.0,48.0,54.0,0.52975,1.2247,6,6,0
18-24,0,College or university dropout,24.0,42.0,51.0,49.0,52.0,-0.71126,0.40148,5,5,4
45-54,1,Professional certificate/ diploma,51.0,35.0,52.0,41.0,28.0,1.29221,1.92173,6,3,1
25-34,1,University degree,45.0,34.0,53.0,40.0,49.0,0.88113,1.92173,6,2,2
18-24,1,Masters degree,38.0,50.0,47.0,32.0,34.0,0.52975,0.40148,6,5,6
25-34,0,Masters degree,29.0,37.0,46.0,47.0,40.0,-0.71126,-0.8463700000000001,6,5,0
18-24,0,College or university dropout,50.0,27.0,47.0,38.0,23.0,-0.71126,-2.07848,6,2,0
25-34,0,Masters degree,38.0,32.0,42.0,45.0,34.0,0.52975,-0.21575,6,3,4
18-24,0,College or university dropout,43.0,42.0,55.0,43.0,36.0,1.86203,1.92173,6,6,0
35-44,1,Professional certificate/ diploma,48.0,24.0,51.0,30.0,39.0,2.90161,0.7654,5,4,6
25-34,1,College or university dropout,27.0,43.0,51.0,46.0,25.0,1.86203,1.92173,5,4,0
18-24,0,University degree,30.0,49.0,52.0,43.0,43.0,0.88113,0.40148,6,6,0
25-34,1,Masters degree,48.0,40.0,44.0,42.0,41.0,1.29221,0.7654,6,3,3
18-24,0,Left school before 16,42.0,39.0,52.0,40.0,31.0,0.19268,1.92173,5,6,4
35-44,1,College or university dropout,51.0,32.0,48.0,39.0,36.0,1.86203,0.40148,6,4,6
25-34,0,College or university dropout,25.0,49.0,54.0,37.0,41.0,0.52975,1.2247,6,2,3
18-24,1,College or university dropout,36.0,48.0,51.0,45.0,37.0,0.19268,0.7654,6,6,3
18-24,1,College or university dropout,50.0,40.0,48.0,48.0,41.0,-0.21712,0.7654,6,5,0
25-34,1,College or university dropout,46.0,19.0,47.0,43.0,41.0,0.19268,0.07987000000000001,6,5,0
18-24,1,University degree,40.0,37.0,47.0,41.0,42.0,0.88113,0.40148,6,5,0
18-24,1,University degree,31.0,55.0,51.0,52.0,43.0,0.19268,1.2247,6,5,0
18-24,0,College or university dropout,26.0,49.0,56.0,54.0,36.0,0.19268,-0.52593,5,6,0
18-24,0,College or university dropout,40.0,45.0,54.0,50.0,46.0,-0.71126,0.07987000000000001,4,4,0
18-24,1,College or university dropout,37.0,46.0,53.0,47.0,46.0,-0.71126,0.7654,6,4,0
25-34,1,College or university dropout,22.0,53.0,52.0,43.0,48.0,-0.21712,0.40148,6,5,3
25-34,1,College or university dropout,37.0,37.0,33.0,27.0,41.0,0.52975,0.7654,4,2,0
25-34,1,College or university dropout,46.0,29.0,48.0,18.0,30.0,1.29221,1.92173,6,4,3
25-34,0,Left school at 17,60.0,24.0,40.0,36.0,24.0,0.52975,-1.18084,6,3,0
18-24,1,College or university dropout,23.0,27.0,46.0,27.0,40.0,0.52975,0.7654,3,3,0
18-24,0,Professional certificate/ diploma,20.0,38.0,47.0,44.0,37.0,-0.71126,0.07987000000000001,6,6,0
25-34,1,Masters degree,28.0,47.0,45.0,44.0,45.0,-0.21712,0.07987000000000001,6,6,0
25-34,1,University degree,53.0,38.0,43.0,40.0,34.0,1.86203,1.92173,6,6,0
18-24,0,College or university dropout,53.0,33.0,39.0,37.0,34.0,2.90161,1.92173,6,4,0
18-24,1,University degree,15.0,51.0,35.0,12.0,41.0,0.52975,1.2247,6,4,5
18-24,1,College or university dropout,36.0,33.0,49.0,39.0,35.0,0.52975,1.2247,6,5,0
25-34,0,Masters degree,38.0,35.0,48.0,39.0,33.0,0.52975,0.40148,5,4,3
18-24,1,Left school at 18,35.0,46.0,46.0,46.0,37.0,0.88113,1.2247,6,6,6
35-44,0,University degree,46.0,38.0,53.0,36.0,45.0,-1.37983,-0.8463700000000001,6,2,3
18-24,1,College or university dropout,49.0,39.0,45.0,27.0,33.0,0.88113,0.40148,6,6,5
25-34,1,Professional certificate/ diploma,40.0,42.0,47.0,43.0,54.0,-0.71126,-0.52593,6,6,0
35-44,1,University degree,24.0,42.0,41.0,34.0,45.0,0.52975,1.2247,6,1,0
18-24,1,College or university dropout,33.0,40.0,44.0,48.0,36.0,-1.37983,1.92173,6,6,3
18-24,1,University degree,37.0,44.0,46.0,34.0,42.0,0.88113,0.7654,4,5,6
25-34,0,College or university dropout,49.0,43.0,53.0,37.0,28.0,1.86203,1.2247,3,6,4
18-24,0,College or university dropout,55.0,19.0,32.0,43.0,31.0,0.52975,-0.8463700000000001,5,4,6
18-24,1,College or university dropout,43.0,30.0,41.0,34.0,36.0,-0.21712,0.7654,6,5,0
35-44,1,University degree,39.0,29.0,34.0,32.0,47.0,-0.71126,0.40148,6,0,5
18-24,0,College or university dropout,25.0,54.0,54.0,49.0,48.0,0.19268,0.7654,6,6,0
25-34,0,Left school at 17,56.0,20.0,42.0,28.0,19.0,1.86203,1.2247,6,6,5
18-24,1,Left school at 18,38.0,40.0,46.0,40.0,48.0,-0.71126,-0.21575,5,4,6
25-34,1,Left school at 16,40.0,39.0,45.0,42.0,38.0,0.19268,0.7654,3,3,3
18-24,0,College or university dropout,52.0,28.0,45.0,53.0,45.0,0.52975,1.2247,6,4,0
18-24,1,Left school at 18,38.0,49.0,58.0,41.0,34.0,1.86203,1.92173,6,6,3
35-44,1,Masters degree,33.0,38.0,41.0,38.0,43.0,1.29221,0.07987000000000001,6,2,3
18-24,1,College or university dropout,25.0,43.0,53.0,34.0,45.0,-0.21712,1.2247,4,6,3
18-24,1,Left school before 16,37.0,38.0,46.0,46.0,33.0,-0.21712,0.40148,6,6,6
18-24,1,College or university dropout,25.0,30.0,41.0,35.0,33.0,0.19268,-0.21575,6,4,0
25-34,1,Left school at 18,48.0,31.0,29.0,36.0,36.0,1.29221,-0.21575,6,3,6
18-24,1,Left school at 16,46.0,29.0,48.0,44.0,35.0,0.52975,0.07987000000000001,6,6,6
18-24,1,Professional certificate/ diploma,28.0,48.0,50.0,50.0,37.0,-0.21712,0.7654,5,6,0
25-34,1,College or university dropout,38.0,31.0,52.0,38.0,40.0,-0.21712,0.7654,5,5,3
25-34,1,College or university dropout,30.0,49.0,56.0,53.0,46.0,0.19268,1.2247,6,6,0
18-24,0,College or university dropout,33.0,46.0,51.0,45.0,40.0,0.52975,0.07987000000000001,6,6,0
35-44,1,Left school at 16,29.0,35.0,42.0,44.0,37.0,-1.37983,-0.8463700000000001,6,6,0
25-34,0,University degree,43.0,35.0,54.0,49.0,45.0,0.52975,0.7654,6,2,0
18-24,0,Left school at 17,47.0,26.0,46.0,50.0,36.0,-0.21712,1.92173,6,3,6
18-24,0,University degree,33.0,40.0,53.0,47.0,54.0,-0.71126,-0.52593,6,3,0
18-24,0,College or university dropout,24.0,47.0,54.0,45.0,36.0,1.86203,1.92173,5,6,2
18-24,0,College or university dropout,56.0,35.0,48.0,44.0,36.0,0.52975,0.7654,6,5,2
18-24,1,Professional certificate/ diploma,40.0,48.0,53.0,43.0,39.0,0.52975,0.07987000000000001,5,5,2
18-24,1,College or university dropout,35.0,42.0,50.0,47.0,35.0,0.88113,1.2247,5,6,0
18-24,0,University degree,39.0,42.0,46.0,39.0,47.0,-0.71126,0.40148,5,6,0
18-24,1,College or university dropout,40.0,37.0,53.0,33.0,41.0,-0.21712,0.7654,3,4,0
25-34,0,Left school at 18,45.0,48.0,53.0,38.0,51.0,0.19268,0.40148,5,5,2
25-34,1,Professional certificate/ diploma,31.0,54.0,59.0,51.0,50.0,-0.21712,0.40148,5,6,0
18-24,0,College or university dropout,51.0,34.0,50.0,46.0,33.0,0.88113,0.7654,6,6,3
25-34,0,Masters degree,46.0,38.0,49.0,48.0,32.0,1.29221,0.7654,6,3,3
18-24,0,College or university dropout,32.0,32.0,42.0,52.0,35.0,-0.71126,-1.5485799999999998,6,6,0
18-24,1,Left school at 18,29.0,38.0,38.0,38.0,30.0,0.88113,-0.21575,6,6,3
25-34,1,Professional certificate/ diploma,55.0,30.0,47.0,41.0,29.0,1.29221,-0.21575,6,3,5
25-34,0,Left school at 18,40.0,40.0,29.0,41.0,47.0,-1.37983,-2.07848,6,2,6
35-44,1,Professional certificate/ diploma,51.0,27.0,46.0,44.0,30.0,0.88113,-0.52593,6,3,0
18-24,0,University degree,42.0,40.0,49.0,40.0,37.0,-0.21712,0.40148,6,4,0
18-24,0,College or university dropout,25.0,42.0,57.0,47.0,41.0,2.90161,1.92173,4,6,0
18-24,1,College or university dropout,40.0,41.0,48.0,41.0,40.0,1.86203,0.7654,5,6,3
25-34,0,University degree,46.0,33.0,46.0,41.0,29.0,0.52975,0.7654,6,3,0
18-24,1,College or university dropout,49.0,34.0,44.0,42.0,36.0,-0.71126,-1.18084,5,3,0
18-24,1,Professional certificate/ diploma,53.0,36.0,46.0,33.0,20.0,1.86203,1.2247,5,6,4
45-54,1,University degree,25.0,36.0,42.0,44.0,45.0,-0.71126,-0.8463700000000001,6,3,0
35-44,1,Professional certificate/ diploma,23.0,38.0,47.0,51.0,50.0,-0.71126,-1.18084,6,6,0
18-24,1,College or university dropout,33.0,50.0,46.0,35.0,54.0,-0.21712,0.7654,5,6,0
18-24,0,University degree,36.0,41.0,55.0,50.0,37.0,0.52975,-0.52593,6,0,6
45-54,0,College or university dropout,35.0,35.0,51.0,55.0,39.0,-0.21712,-0.21575,6,5,2
18-24,1,Professional certificate/ diploma,39.0,46.0,53.0,45.0,40.0,1.86203,1.92173,5,4,0
25-34,1,College or university dropout,32.0,42.0,57.0,48.0,33.0,0.88113,0.40148,6,2,3
35-44,1,College or university dropout,42.0,26.0,46.0,44.0,42.0,0.19268,1.2247,6,6,5
18-24,1,College or university dropout,27.0,48.0,43.0,48.0,44.0,-0.21712,0.40148,6,6,0
25-34,0,Masters degree,25.0,40.0,51.0,46.0,40.0,0.19268,0.40148,6,6,5
18-24,1,Masters degree,27.0,47.0,46.0,45.0,45.0,0.19268,1.2247,6,6,0
18-24,0,College or university dropout,30.0,42.0,50.0,50.0,44.0,-0.71126,-0.52593,6,4,1
18-24,0,College or university dropout,33.0,41.0,57.0,52.0,39.0,1.29221,1.2247,6,5,0
18-24,1,College or university dropout,22.0,48.0,53.0,33.0,48.0,-0.21712,0.7654,3,5,0
55-64,1,Doctorate degree,20.0,48.0,50.0,50.0,47.0,0.52975,0.07987000000000001,6,3,3
35-44,0,University degree,38.0,40.0,45.0,39.0,38.0,0.88113,0.7654,4,6,0
25-34,1,College or university dropout,40.0,28.0,50.0,36.0,48.0,-0.21712,0.40148,6,6,0
18-24,1,College or university dropout,50.0,31.0,38.0,44.0,38.0,-0.71126,0.40148,6,4,3
18-24,1,College or university dropout,20.0,53.0,54.0,52.0,46.0,-0.71126,1.92173,6,6,0
18-24,1,College or university dropout,48.0,40.0,53.0,35.0,36.0,0.52975,1.92173,2,6,0
65+,1,Masters degree,18.0,40.0,50.0,48.0,47.0,0.52975,-0.52593,1,1,0
18-24,1,College or university dropout,30.0,47.0,51.0,47.0,42.0,-0.21712,-0.52593,6,6,4
35-44,0,Masters degree,30.0,49.0,37.0,53.0,39.0,1.29221,1.2247,6,3,0
45-54,0,College or university dropout,48.0,32.0,43.0,42.0,47.0,-0.71126,-0.21575,6,6,0
25-34,0,Doctorate degree,42.0,41.0,51.0,39.0,40.0,-0.71126,-0.8463700000000001,5,6,1
18-24,1,College or university dropout,40.0,39.0,47.0,38.0,45.0,-0.21712,0.07987000000000001,4,6,5
18-24,1,College or university dropout,46.0,47.0,38.0,37.0,34.0,0.88113,1.2247,6,5,6
25-34,0,University degree,42.0,39.0,57.0,31.0,49.0,0.52975,1.2247,6,5,6
18-24,1,College or university dropout,34.0,39.0,54.0,49.0,41.0,0.88113,1.92173,6,6,5
18-24,1,College or university dropout,34.0,42.0,54.0,40.0,35.0,0.52975,1.2247,6,6,0
18-24,1,Professional certificate/ diploma,43.0,34.0,41.0,40.0,44.0,0.88113,0.07987000000000001,6,6,6
25-34,1,College or university dropout,52.0,44.0,49.0,34.0,25.0,1.29221,1.2247,6,6,4
18-24,1,College or university dropout,46.0,29.0,49.0,43.0,35.0,-0.71126,0.07987000000000001,5,6,4
25-34,1,University degree,28.0,40.0,47.0,36.0,40.0,1.29221,1.2247,6,4,5
18-24,1,College or university dropout,52.0,36.0,56.0,44.0,39.0,0.88113,1.2247,6,6,4
18-24,1,College or university dropout,39.0,51.0,48.0,38.0,28.0,1.86203,1.92173,6,6,4
55-64,1,Professional certificate/ diploma,28.0,42.0,50.0,44.0,42.0,-0.21712,-0.21575,6,4,0
25-34,1,University degree,25.0,45.0,55.0,56.0,49.0,-0.21712,0.40148,6,5,0
18-24,1,College or university dropout,41.0,45.0,51.0,49.0,36.0,0.52975,1.2247,6,6,2
18-24,1,Masters degree,28.0,38.0,44.0,37.0,41.0,0.52975,0.7654,4,6,0
18-24,1,Masters degree,28.0,46.0,43.0,46.0,47.0,0.88113,0.7654,5,4,0
25-34,1,Masters degree,47.0,38.0,52.0,39.0,48.0,-0.21712,0.07987000000000001,6,2,0
25-34,0,Doctorate degree,26.0,45.0,44.0,42.0,48.0,-0.21712,-0.52593,6,6,0
18-24,1,College or university dropout,29.0,43.0,45.0,44.0,51.0,-0.71126,-1.18084,5,3,2
18-24,1,Left school at 16,48.0,32.0,44.0,42.0,37.0,1.29221,0.7654,6,4,0
18-24,1,College or university dropout,35.0,46.0,37.0,27.0,35.0,1.29221,1.92173,5,6,0
45-54,0,College or university dropout,32.0,41.0,47.0,46.0,47.0,-1.37983,-1.18084,6,6,0
18-24,1,College or university dropout,55.0,27.0,44.0,33.0,44.0,-1.37983,-0.52593,6,4,0
18-24,1,Left school at 18,53.0,23.0,38.0,40.0,17.0,-0.21712,-1.18084,6,6,3
18-24,1,Left school at 18,44.0,29.0,33.0,43.0,29.0,1.29221,1.2247,6,5,4
18-24,0,Left school at 18,53.0,33.0,52.0,44.0,35.0,-0.71126,-0.52593,4,0,0
18-24,1,College or university dropout,35.0,41.0,56.0,49.0,42.0,0.19268,0.40148,4,4,3
45-54,1,Masters degree,42.0,31.0,42.0,40.0,33.0,-0.21712,-0.21575,4,3,0
18-24,0,Left school at 18,48.0,46.0,49.0,41.0,40.0,0.52975,0.40148,4,3,0
45-54,1,University degree,29.0,40.0,46.0,43.0,45.0,-2.55524,-0.52593,4,3,0
18-24,0,College or university dropout,30.0,49.0,57.0,51.0,36.0,0.19268,1.92173,6,6,0
25-34,1,College or university dropout,53.0,31.0,49.0,38.0,31.0,0.19268,-1.18084,5,4,6
18-24,1,College or university dropout,42.0,42.0,47.0,44.0,41.0,0.19268,0.7654,6,5,3
25-34,1,College or university dropout,28.0,53.0,52.0,46.0,37.0,1.86203,1.92173,6,3,2
45-54,1,University degree,25.0,44.0,59.0,48.0,50.0,-1.37983,0.07987000000000001,6,4,6
18-24,1,Professional certificate/ diploma,18.0,55.0,57.0,44.0,52.0,0.19268,0.7654,6,6,0
25-34,1,College or university dropout,39.0,20.0,40.0,32.0,22.0,0.88113,0.07987000000000001,6,6,5
18-24,0,Left school at 18,32.0,31.0,39.0,46.0,49.0,-0.71126,-2.07848,6,3,0
25-34,1,Left school at 18,38.0,50.0,48.0,33.0,42.0,-0.21712,0.7654,6,6,0
35-44,0,College or university dropout,45.0,30.0,36.0,40.0,36.0,0.19268,-2.07848,6,5,0
18-24,1,University degree,37.0,33.0,53.0,30.0,47.0,-0.21712,-0.52593,5,6,2
18-24,0,College or university dropout,55.0,19.0,38.0,40.0,23.0,-0.71126,-0.8463700000000001,2,2,0
18-24,1,Left school at 18,49.0,39.0,56.0,37.0,39.0,-0.21712,0.07987000000000001,4,5,0
18-24,1,College or university dropout,29.0,38.0,53.0,36.0,23.0,1.29221,0.7654,6,5,5
18-24,0,Left school at 18,39.0,32.0,49.0,47.0,37.0,0.88113,0.07987000000000001,6,3,3
18-24,0,University degree,25.0,33.0,41.0,41.0,39.0,-0.21712,-0.52593,2,4,0
45-54,1,Doctorate degree,37.0,42.0,49.0,37.0,42.0,0.19268,0.40148,6,2,2
35-44,0,University degree,42.0,42.0,43.0,43.0,46.0,1.29221,1.2247,6,3,0
18-24,0,Masters degree,32.0,45.0,50.0,47.0,50.0,-0.21712,1.92173,5,6,4
18-24,0,University degree,41.0,33.0,40.0,36.0,39.0,-0.21712,0.40148,6,2,0
18-24,1,College or university dropout,29.0,42.0,50.0,50.0,42.0,0.19268,0.7654,6,6,0
25-34,1,College or university dropout,38.0,30.0,45.0,36.0,31.0,1.29221,0.40148,3,2,1
18-24,1,College or university dropout,38.0,35.0,47.0,39.0,40.0,0.19268,0.40148,6,6,0
18-24,0,College or university dropout,48.0,36.0,49.0,39.0,34.0,0.52975,1.92173,6,6,0
18-24,1,Professional certificate/ diploma,41.0,43.0,57.0,43.0,38.0,0.52975,0.7654,6,3,0
18-24,0,College or university dropout,41.0,45.0,52.0,42.0,40.0,1.29221,1.2247,6,6,2
25-34,1,College or university dropout,19.0,43.0,50.0,47.0,47.0,-1.37983,-0.8463700000000001,6,4,4
35-44,0,Masters degree,48.0,29.0,46.0,58.0,36.0,-0.21712,-2.07848,6,6,0
18-24,0,College or university dropout,38.0,34.0,51.0,56.0,49.0,0.52975,1.2247,6,3,0
18-24,1,College or university dropout,43.0,39.0,50.0,38.0,45.0,-0.71126,0.07987000000000001,6,6,5
35-44,0,Masters degree,42.0,39.0,32.0,42.0,34.0,0.88113,0.40148,6,1,0
35-44,1,University degree,38.0,24.0,31.0,34.0,31.0,1.86203,0.7654,6,0,0
25-34,1,College or university dropout,46.0,36.0,47.0,49.0,38.0,0.88113,-0.21575,6,5,0
25-34,0,Masters degree,45.0,37.0,36.0,48.0,37.0,-1.37983,-0.52593,6,3,0
18-24,1,College or university dropout,43.0,48.0,55.0,49.0,35.0,1.29221,1.2247,6,5,3
25-34,0,Masters degree,49.0,48.0,57.0,26.0,32.0,1.29221,1.2247,6,3,5
18-24,1,College or university dropout,48.0,31.0,49.0,43.0,44.0,-1.37983,-1.5485799999999998,5,3,3
18-24,1,Masters degree,23.0,55.0,49.0,38.0,46.0,0.88113,1.92173,6,6,0
18-24,1,Professional certificate/ diploma,25.0,44.0,46.0,45.0,38.0,-0.21712,-0.52593,6,5,0
18-24,0,College or university dropout,46.0,43.0,55.0,53.0,37.0,0.88113,0.7654,6,5,0
25-34,1,Doctorate degree,22.0,39.0,51.0,30.0,44.0,0.19268,1.2247,6,5,2
18-24,1,College or university dropout,29.0,37.0,39.0,41.0,40.0,-0.21712,-0.21575,6,6,0
18-24,1,Left school at 18,48.0,36.0,35.0,30.0,26.0,1.29221,1.92173,5,5,5
18-24,0,College or university dropout,40.0,36.0,49.0,41.0,39.0,-0.21712,-0.21575,4,6,0
25-34,1,Left school at 16,28.0,48.0,56.0,39.0,46.0,0.19268,0.40148,5,4,0
25-34,0,College or university dropout,38.0,39.0,51.0,47.0,51.0,-1.37983,-1.18084,5,5,2
35-44,0,Left school at 18,39.0,31.0,38.0,31.0,31.0,0.19268,0.40148,5,4,2
18-24,1,University degree,43.0,32.0,37.0,40.0,39.0,0.52975,0.40148,6,6,0
18-24,1,College or university dropout,30.0,39.0,51.0,49.0,40.0,-0.71126,0.40148,6,5,3
45-54,0,Masters degree,30.0,40.0,56.0,47.0,48.0,-1.37983,-0.52593,2,1,0
18-24,0,Left school at 18,33.0,44.0,36.0,44.0,47.0,1.29221,0.07987000000000001,4,0,0
18-24,0,University degree,48.0,52.0,56.0,42.0,38.0,1.29221,1.2247,5,4,0
25-34,1,College or university dropout,21.0,39.0,52.0,33.0,45.0,-0.21712,0.07987000000000001,4,6,0
25-34,1,Masters degree,29.0,44.0,56.0,47.0,46.0,-0.21712,1.2247,6,6,0
18-24,1,College or university dropout,13.0,43.0,54.0,50.0,33.0,0.88113,0.7654,4,6,0
35-44,0,Left school at 17,48.0,35.0,50.0,45.0,52.0,-1.37983,-1.5485799999999998,6,2,0
35-44,1,University degree,30.0,35.0,29.0,41.0,40.0,-2.55524,-1.18084,6,0,0
18-24,1,Left school at 18,21.0,46.0,46.0,43.0,35.0,0.88113,0.07987000000000001,5,6,0
25-34,0,Doctorate degree,27.0,40.0,53.0,55.0,54.0,-1.37983,-0.21575,5,2,0
25-34,0,Masters degree,35.0,30.0,43.0,42.0,50.0,-0.21712,-1.18084,6,2,0
18-24,1,Masters degree,40.0,40.0,48.0,39.0,43.0,0.88113,0.07987000000000001,6,2,0
18-24,1,College or university dropout,31.0,37.0,53.0,44.0,31.0,-0.21712,0.7654,6,3,0
18-24,0,Masters degree,51.0,29.0,45.0,45.0,39.0,-0.71126,-1.5485799999999998,6,0,0
35-44,0,Doctorate degree,29.0,42.0,46.0,41.0,51.0,-1.37983,-1.5485799999999998,3,0,0
35-44,1,Left school at 18,39.0,35.0,43.0,40.0,41.0,0.19268,0.7654,5,2,0
18-24,1,Left school at 17,27.0,36.0,51.0,51.0,40.0,-0.71126,-0.21575,5,6,0
35-44,0,Professional certificate/ diploma,40.0,40.0,39.0,44.0,41.0,-1.37983,-1.18084,6,1,0
25-34,0,University degree,53.0,26.0,57.0,37.0,44.0,0.19268,1.92173,6,3,0
45-54,1,Professional certificate/ diploma,22.0,46.0,44.0,40.0,44.0,-0.21712,-1.5485799999999998,6,0,0
35-44,0,Professional certificate/ diploma,41.0,30.0,36.0,44.0,33.0,-1.37983,-1.18084,5,1,0
25-34,0,Masters degree,39.0,51.0,45.0,45.0,46.0,0.52975,0.7654,6,0,0
18-24,0,Masters degree,25.0,50.0,48.0,50.0,50.0,-0.21712,-0.21575,6,0,0
18-24,1,Masters degree,33.0,43.0,44.0,45.0,38.0,-0.21712,-0.21575,6,2,0
18-24,0,Masters degree,42.0,47.0,40.0,40.0,32.0,-0.71126,-0.8463700000000001,6,0,0
18-24,0,University degree,35.0,39.0,49.0,45.0,45.0,-1.37983,-0.21575,6,2,0
18-24,0,Masters degree,33.0,43.0,52.0,42.0,53.0,0.52975,0.40148,5,0,0
35-44,1,Professional certificate/ diploma,34.0,39.0,50.0,46.0,46.0,-0.71126,0.40148,6,3,0
18-24,0,Masters degree,35.0,46.0,58.0,41.0,44.0,-1.37983,-0.52593,6,0,0
18-24,0,Masters degree,41.0,43.0,46.0,41.0,44.0,0.19268,-0.52593,6,2,0
25-34,0,Masters degree,31.0,39.0,48.0,47.0,48.0,0.19268,-0.8463700000000001,6,0,4
25-34,0,University degree,26.0,49.0,47.0,50.0,40.0,-1.37983,0.7654,6,5,0
18-24,0,Masters degree,42.0,49.0,45.0,57.0,38.0,1.29221,0.40148,6,0,0
45-54,0,Left school at 16,31.0,44.0,38.0,50.0,43.0,0.19268,-0.52593,6,3,3
18-24,1,University degree,21.0,34.0,42.0,35.0,32.0,0.19268,0.7654,6,3,0
